SampleID	Project	Model	Treatment	Stool	Time	Mouse_Fecal	Mouse Strain	PCoA	Order
CDC2PlateM1G08	CDC2	Mice	Cefaclor	FS05	C	S39	SW	N	NA
CDC2PlateM1G10	CDC2	Mice	Cefaclor	FS05	C	S39	SW	N	NA
CDC2PlateM1G11	CDC2	Mice	Cefaclor	FS05	C	S39	SW	N	NA
CDC2PlateM2H03	CDC2	Mice	Cefaclor	FS05	C	H39	C3H	N	NA
CDC2PlateM2H04	CDC2	Mice	Cefaclor	FS05	C	H39	C3H	N	NA
CDC2PlateM2H05	CDC2	Mice	Cefaclor	FS05	C	H39	C3H	N	NA
CDC2PlateM2H07	CDC2	Mice	Cefaclor	FS05	C	H39	C3H	N	NA
CDC2PlateM2H08	CDC2	Mice	Cefaclor	FS05	C	H39	C3H	N	NA
CDC2PlateM8E07	CDC2	Mice	Cefaclor	FS05	C	B39	C57	N	NA
CDC2PlateM8E08	CDC2	Mice	Cefaclor	FS05	C	B39	C57	N	NA
CDC2PlateM9H01	CDC2	Mice	Cefaclor	FS05	C	B39	C57	N	NA
CDC2PlateM9H02	CDC2	Mice	Cefaclor	FS05	C	B39	C57	N	NA
CDC2PlateM9H03	CDC2	Mice	Cefaclor	FS05	C	B39	C57	N	NA
CDC2Plate8H05	CDC2	Mice	Cefaclor	FS05	D	B39	C57	N	NA
CDC2Plate8H06	CDC2	Mice	Cefaclor	FS05	D	B39	C57	N	NA
CDC2Plate8H07	CDC2	Mice	Cefaclor	FS05	D	B39	C57	N	NA
CDC2PlateM2B06	CDC2	Mice	Cefaclor	FS05	D	S39	SW	N	NA
CDC2PlateM2B07	CDC2	Mice	Cefaclor	FS05	D	S39	SW	N	NA
CDC2PlateM2B08	CDC2	Mice	Cefaclor	FS05	D	S39	SW	N	NA
CDC2PlateM3C01	CDC2	Mice	Cefaclor	FS05	D	H39	C3H	N	NA
CDC2PlateM3C02	CDC2	Mice	Cefaclor	FS05	D	H39	C3H	N	NA
CDC2PlateM5C01	CDC2	Mice	Cefaclor	FS05	D	H39	C3H	N	NA
CDC2PlateM5C03	CDC2	Mice	Cefaclor	FS05	D	H39	C3H	N	NA
CDC2PlateM5C04	CDC2	Mice	Cefaclor	FS05	D	H39	C3H	N	NA
CDC2PlateM9D07	CDC2	Mice	Cefaclor	FS05	D	B39	C57	N	NA
CDC2PlateM9D08	CDC2	Mice	Cefaclor	FS05	D	B39	C57	N	NA
CDC2PlateM9D09	CDC2	Mice	Cefaclor	FS05	D	B39	C57	N	NA
FS39_LT1_Cef_BA_M1	CDC1	Mice	Cefaclor	FS05	A	S39A	SW	N	NA
FS39_LT1_Cef_BA_M2	CDC1	Mice	Cefaclor	FS05	A	S39A	SW	N	NA
FS39_LT1_Cef_BA_M3	CDC1	Mice	Cefaclor	FS05	A	S39A	SW	N	NA
FS39_LT1_Cef_BA_M4	CDC1	Mice	Cefaclor	FS05	A	S39A	SW	N	NA
FS39_LT1_Cef_BA_M5	CDC1	Mice	Cefaclor	FS05	A	S39A	SW	N	NA
FS39_ST2_Cef_BA_M1	CDC1	Mice	Cefaclor	FS05	A	S39A	SW	N	NA
FS39_ST2_Cef_BA_M2	CDC1	Mice	Cefaclor	FS05	A	S39A	SW	N	NA
FS39_ST2_Cef_BA_M3	CDC1	Mice	Cefaclor	FS05	A	S39A	SW	N	NA
FS39_ST2_Cef_BA_M4	CDC1	Mice	Cefaclor	FS05	A	S39A	SW	N	NA
FS39_ST2_Cef_BA_M5	CDC1	Mice	Cefaclor	FS05	A	S39A	SW	N	NA
FS39_LT1_Cef_AA_M1	CDC1	Mice	Cefaclor	FS05	B	S39A	SW	N	NA
FS39_LT1_Cef_AA_M2	CDC1	Mice	Cefaclor	FS05	B	S39A	SW	N	NA
FS39_LT1_Cef_AA_M3	CDC1	Mice	Cefaclor	FS05	B	S39A	SW	N	NA
FS39_LT1_Cef_AA_M4	CDC1	Mice	Cefaclor	FS05	B	S39A	SW	N	NA
FS39_LT1_Cef_AA_M5	CDC1	Mice	Cefaclor	FS05	B	S39A	SW	N	NA
FS39_ST2_Cef_AA_M1	CDC1	Mice	Cefaclor	FS05	B	S39A	SW	N	NA
FS39_ST2_Cef_AA_M2	CDC1	Mice	Cefaclor	FS05	B	S39A	SW	N	NA
FS39_ST2_Cef_AA_M3	CDC1	Mice	Cefaclor	FS05	B	S39A	SW	N	NA
FS39_ST2_Cef_AA_M4	CDC1	Mice	Cefaclor	FS05	B	S39A	SW	N	NA
FS39_ST2_Cef_AA_M5	CDC1	Mice	Cefaclor	FS05	B	S39A	SW	N	NA
CDC2Plate17M12C05	CDC2	Mice	Cefaclor	FS06	A	B38	C57	N	NA
CDC2Plate17M12C06	CDC2	Mice	Cefaclor	FS06	A	B38	C57	N	NA
CDC2PlateM10E02	CDC2	Mice	Cefaclor	FS06	B	B38	C57	N	NA
CDC2PlateM10E03	CDC2	Mice	Cefaclor	FS06	B	B38	C57	N	NA
CDC2PlateM10E04	CDC2	Mice	Cefaclor	FS06	B	B38	C57	N	NA
CDC2PlateM10E05	CDC2	Mice	Cefaclor	FS06	B	B38	C57	N	NA
CDC2PlateM10E06	CDC2	Mice	Cefaclor	FS06	B	B38	C57	N	NA
CDC2PlateM10E07	CDC2	Mice	Cefaclor	FS06	B	B38	C57	N	NA
CDC2PlateM3F11	CDC2	Mice	Cefaclor	FS06	B	H38	C3H	N	NA
CDC2PlateM3F12	CDC2	Mice	Cefaclor	FS06	B	H38	C3H	N	NA
CDC2PlateM3G01	CDC2	Mice	Cefaclor	FS06	B	H38	C3H	N	NA
CDC2PlateM3G02	CDC2	Mice	Cefaclor	FS06	B	H38	C3H	N	NA
CDC2PlateM3G03	CDC2	Mice	Cefaclor	FS06	B	H38	C3H	N	NA
CDC2PlateM3G04	CDC2	Mice	Cefaclor	FS06	B	H38	C3H	N	NA
CDC2PlateM8B02	CDC2	Mice	Cefaclor	FS06	B	S38	SW	N	NA
CDC2PlateM8B03	CDC2	Mice	Cefaclor	FS06	B	S38	SW	N	NA
CDC2PlateM8B04	CDC2	Mice	Cefaclor	FS06	B	S38	SW	N	NA
CDC2PlateM9A12	CDC2	Mice	Cefaclor	FS06	B	S38	SW	N	NA
CDC2PlateM9B01	CDC2	Mice	Cefaclor	FS06	B	S38	SW	N	NA
CDC2PlateM9B02	CDC2	Mice	Cefaclor	FS06	B	S38	SW	N	NA
CDC2PlateM10B11	CDC2	Mice	Cefaclor	FS06	B	B38	C57	N	NA
CDC2PlateM10B12	CDC2	Mice	Cefaclor	FS06	B	B38	C57	N	NA
CDC2PlateM10C01	CDC2	Mice	Cefaclor	FS06	B	B38	C57	N	NA
CDC2PlateM10C02	CDC2	Mice	Cefaclor	FS06	B	B38	C57	N	NA
CDC2PlateM10C03	CDC2	Mice	Cefaclor	FS06	B	B38	C57	N	NA
CDC2PlateM10C04	CDC2	Mice	Cefaclor	FS06	B	B38	C57	N	NA
CDC2PlateM3D07	CDC2	Mice	Cefaclor	FS06	B	H38	C3H	N	NA
CDC2PlateM3D08	CDC2	Mice	Cefaclor	FS06	B	H38	C3H	N	NA
CDC2PlateM3D09	CDC2	Mice	Cefaclor	FS06	B	H38	C3H	N	NA
CDC2PlateM3D10	CDC2	Mice	Cefaclor	FS06	B	H38	C3H	N	NA
CDC2PlateM3D11	CDC2	Mice	Cefaclor	FS06	B	H38	C3H	N	NA
CDC2PlateM3D12	CDC2	Mice	Cefaclor	FS06	B	H38	C3H	N	NA
CDC2PlateM7E05	CDC2	Mice	Cefaclor	FS06	B	S38	SW	N	NA
CDC2PlateM7E06	CDC2	Mice	Cefaclor	FS06	B	S38	SW	N	NA
CDC2PlateM7E07	CDC2	Mice	Cefaclor	FS06	B	S38	SW	N	NA
CDC2PlateM7E08	CDC2	Mice	Cefaclor	FS06	B	S38	SW	N	NA
CDC2PlateM7E09	CDC2	Mice	Cefaclor	FS06	B	S38	SW	N	NA
CDC2PlateM7E10	CDC2	Mice	Cefaclor	FS06	B	S38	SW	N	NA
CDC2PlateM10G08	CDC2	Mice	Cefaclor	FS06	C	B38	C57	N	NA
CDC2PlateM10G09	CDC2	Mice	Cefaclor	FS06	C	B38	C57	N	NA
CDC2PlateM10G10	CDC2	Mice	Cefaclor	FS06	C	B38	C57	N	NA
CDC2PlateM10G11	CDC2	Mice	Cefaclor	FS06	C	B38	C57	N	NA
CDC2PlateM10G12	CDC2	Mice	Cefaclor	FS06	C	B38	C57	N	NA
CDC2PlateM10H01	CDC2	Mice	Cefaclor	FS06	C	B38	C57	N	NA
CDC2PlateM4A03	CDC2	Mice	Cefaclor	FS06	C	H38	C3H	N	NA
CDC2PlateM4A05	CDC2	Mice	Cefaclor	FS06	C	H38	C3H	N	NA
CDC2PlateM4A06	CDC2	Mice	Cefaclor	FS06	C	H38	C3H	N	NA
CDC2PlateM4A07	CDC2	Mice	Cefaclor	FS06	C	H38	C3H	N	NA
CDC2PlateM4A08	CDC2	Mice	Cefaclor	FS06	C	H38	C3H	N	NA
CDC2PlateM7H03	CDC2	Mice	Cefaclor	FS06	C	S38	SW	N	NA
CDC2PlateM7H04	CDC2	Mice	Cefaclor	FS06	C	S38	SW	N	NA
CDC2PlateM7H05	CDC2	Mice	Cefaclor	FS06	C	S38	SW	N	NA
CDC2PlateM7H06	CDC2	Mice	Cefaclor	FS06	C	S38	SW	N	NA
CDC2PlateM7H07	CDC2	Mice	Cefaclor	FS06	C	S38	SW	N	NA
CDC2PlateM7H08	CDC2	Mice	Cefaclor	FS06	C	S38	SW	N	NA
CDC2PlateM11B01	CDC2	Mice	Cefaclor	FS06	D	B38	C57	N	NA
CDC2PlateM11B02	CDC2	Mice	Cefaclor	FS06	D	B38	C57	N	NA
CDC2PlateM11B03	CDC2	Mice	Cefaclor	FS06	D	B38	C57	N	NA
CDC2PlateM11B04	CDC2	Mice	Cefaclor	FS06	D	B38	C57	N	NA
CDC2PlateM11B05	CDC2	Mice	Cefaclor	FS06	D	B38	C57	N	NA
CDC2PlateM11B06	CDC2	Mice	Cefaclor	FS06	D	B38	C57	N	NA
CDC2PlateM4C11	CDC2	Mice	Cefaclor	FS06	D	H38	C3H	N	NA
CDC2PlateM4C12	CDC2	Mice	Cefaclor	FS06	D	H38	C3H	N	NA
CDC2PlateM8B12	CDC2	Mice	Cefaclor	FS06	D	S38	SW	N	NA
CDC2PlateM9C04	CDC2	Mice	Cefaclor	FS06	D	S38	SW	N	NA
CDC2PlateM9C05	CDC2	Mice	Cefaclor	FS06	D	S38	SW	N	NA
CDC2PlateM9C06	CDC2	Mice	Cefaclor	FS06	D	S38	SW	N	NA
CDC2PlateM11D01	CDC2	Mice	Azithromycin	FS04	B	S46	SW	N	NA
CDC2PlateM11D02	CDC2	Mice	Azithromycin	FS04	B	S46	SW	N	NA
CDC2PlateM11D04	CDC2	Mice	Azithromycin	FS04	B	S46	SW	N	NA
CDC2PlateM4E02	CDC2	Mice	Azithromycin	FS04	B	B46	C57	N	NA
CDC2PlateM4E03	CDC2	Mice	Azithromycin	FS04	B	B46	C57	N	NA
CDC2PlateM4E04	CDC2	Mice	Azithromycin	FS04	B	B46	C57	N	NA
CDC2PlateM4E06	CDC2	Mice	Azithromycin	FS04	B	B46	C57	N	NA
CDC2PlateM4E07	CDC2	Mice	Azithromycin	FS04	B	B46	C57	N	NA
CDC2PlateM6B11	CDC2	Mice	Azithromycin	FS04	B	H46	C3H	N	NA
CDC2PlateM6B12	CDC2	Mice	Azithromycin	FS04	B	H46	C3H	N	NA
CDC2PlateM6C01	CDC2	Mice	Azithromycin	FS04	B	H46	C3H	N	NA
CDC2PlateM6C02	CDC2	Mice	Azithromycin	FS04	B	H46	C3H	N	NA
CDC2PlateM6C03	CDC2	Mice	Azithromycin	FS04	B	H46	C3H	N	NA
CDC2PlateM6C04	CDC2	Mice	Azithromycin	FS04	B	H46	C3H	N	NA
CDC2PlateM11H05	CDC2	Mice	Azithromycin	FS04	C	S46	SW	N	NA
CDC2PlateM11H06	CDC2	Mice	Azithromycin	FS04	C	S46	SW	N	NA
CDC2PlateM11H07	CDC2	Mice	Azithromycin	FS04	C	S46	SW	N	NA
CDC2PlateM11H08	CDC2	Mice	Azithromycin	FS04	C	S46	SW	N	NA
CDC2PlateM4G01	CDC2	Mice	Azithromycin	FS04	C	B46	C57	N	NA
CDC2PlateM4G08	CDC2	Mice	Azithromycin	FS04	C	B46	C57	N	NA
CDC2PlateM4G09	CDC2	Mice	Azithromycin	FS04	C	B46	C57	N	NA
CDC2PlateM4G10	CDC2	Mice	Azithromycin	FS04	C	B46	C57	N	NA
CDC2PlateM4G11	CDC2	Mice	Azithromycin	FS04	C	B46	C57	N	NA
CDC2PlateM4G12	CDC2	Mice	Azithromycin	FS04	C	B46	C57	N	NA
CDC2PlateM6G11	CDC2	Mice	Azithromycin	FS04	C	H46	C3H	N	NA
CDC2PlateM6G12	CDC2	Mice	Azithromycin	FS04	C	H46	C3H	N	NA
CDC2PlateM6H01	CDC2	Mice	Azithromycin	FS04	C	H46	C3H	N	NA
CDC2PlateM6H02	CDC2	Mice	Azithromycin	FS04	C	H46	C3H	N	NA
CDC2PlateM6H03	CDC2	Mice	Azithromycin	FS04	C	H46	C3H	N	NA
CDC2PlateM6H04	CDC2	Mice	Azithromycin	FS04	C	H46	C3H	N	NA
CDC2Plate17M12B02	CDC2	Mice	Azithromycin	FS05	A	B39	C57	N	NA
CDC2Plate17M12B03	CDC2	Mice	Azithromycin	FS05	A	B39	C57	N	NA
CDC2Plate17M12B04	CDC2	Mice	Azithromycin	FS05	A	B39	C57	N	NA
CDC2Plate17M12B05	CDC2	Mice	Azithromycin	FS05	A	B39	C57	N	NA
CDC2PlateM1B01	CDC2	Mice	Azithromycin	FS05	B	S39	SW	N	NA
CDC2PlateM1B02	CDC2	Mice	Azithromycin	FS05	B	S39	SW	N	NA
CDC2PlateM1B03	CDC2	Mice	Azithromycin	FS05	B	S39	SW	N	NA
CDC2PlateM1B04	CDC2	Mice	Azithromycin	FS05	B	S39	SW	N	NA
CDC2PlateM1B05	CDC2	Mice	Azithromycin	FS05	B	S39	SW	N	NA
CDC2PlateM1B06	CDC2	Mice	Azithromycin	FS05	B	S39	SW	N	NA
CDC2PlateM2D03	CDC2	Mice	Azithromycin	FS05	B	H39	C3H	N	NA
CDC2PlateM2D04	CDC2	Mice	Azithromycin	FS05	B	H39	C3H	N	NA
CDC2PlateM2D05	CDC2	Mice	Azithromycin	FS05	B	H39	C3H	N	NA
CDC2PlateM2D06	CDC2	Mice	Azithromycin	FS05	B	H39	C3H	N	NA
CDC2PlateM2D07	CDC2	Mice	Azithromycin	FS05	B	H39	C3H	N	NA
CDC2PlateM2D08	CDC2	Mice	Azithromycin	FS05	B	H39	C3H	N	NA
CDC2PlateM8C12	CDC2	Mice	Azithromycin	FS05	B	B39	C57	N	NA
CDC2PlateM8D01	CDC2	Mice	Azithromycin	FS05	B	B39	C57	N	NA
CDC2PlateM9E08	CDC2	Mice	Azithromycin	FS05	B	B39	C57	N	NA
CDC2PlateM9E09	CDC2	Mice	Azithromycin	FS05	B	B39	C57	N	NA
CDC2PlateM9E10	CDC2	Mice	Azithromycin	FS05	B	B39	C57	N	NA
CDC2PlateM9E11	CDC2	Mice	Azithromycin	FS05	B	B39	C57	N	NA
CDC2PlateM1G01	CDC2	Mice	Azithromycin	FS05	C	S39	SW	N	NA
CDC2PlateM1G03	CDC2	Mice	Azithromycin	FS05	C	S39	SW	N	NA
CDC2PlateM1G04	CDC2	Mice	Azithromycin	FS05	C	S39	SW	N	NA
CDC2PlateM1G05	CDC2	Mice	Azithromycin	FS05	C	S39	SW	N	NA
CDC2PlateM1G06	CDC2	Mice	Azithromycin	FS05	C	S39	SW	N	NA
CDC2PlateM2G09	CDC2	Mice	Azithromycin	FS05	C	H39	C3H	N	NA
CDC2PlateM2G10	CDC2	Mice	Azithromycin	FS05	C	H39	C3H	N	NA
CDC2PlateM2G11	CDC2	Mice	Azithromycin	FS05	C	H39	C3H	N	NA
CDC2PlateM2G12	CDC2	Mice	Azithromycin	FS05	C	H39	C3H	N	NA
CDC2PlateM2H01	CDC2	Mice	Azithromycin	FS05	C	H39	C3H	N	NA
CDC2PlateM2H02	CDC2	Mice	Azithromycin	FS05	C	H39	C3H	N	NA
CDC2PlateM8E05	CDC2	Mice	Azithromycin	FS05	C	B39	C57	N	NA
CDC2PlateM8E06	CDC2	Mice	Azithromycin	FS05	C	B39	C57	N	NA
CDC2PlateM9G09	CDC2	Mice	Azithromycin	FS05	C	B39	C57	N	NA
CDC2PlateM9G10	CDC2	Mice	Azithromycin	FS05	C	B39	C57	N	NA
CDC2PlateM9G11	CDC2	Mice	Azithromycin	FS05	C	B39	C57	N	NA
CDC2PlateM9G12	CDC2	Mice	Azithromycin	FS05	C	B39	C57	N	NA
CDC2PlateM10B05	CDC2	Mice	Azithromycin	FS06	B	B38	C57	N	NA
CDC2PlateM10B06	CDC2	Mice	Azithromycin	FS06	B	B38	C57	N	NA
CDC2PlateM10B07	CDC2	Mice	Azithromycin	FS06	B	B38	C57	N	NA
CDC2PlateM10B08	CDC2	Mice	Azithromycin	FS06	B	B38	C57	N	NA
CDC2PlateM10B09	CDC2	Mice	Azithromycin	FS06	B	B38	C57	N	NA
CDC2PlateM10B10	CDC2	Mice	Azithromycin	FS06	B	B38	C57	N	NA
CDC2PlateM3D03	CDC2	Mice	Azithromycin	FS06	B	H38	C3H	N	NA
CDC2PlateM3D04	CDC2	Mice	Azithromycin	FS06	B	H38	C3H	N	NA
CDC2PlateM3D05	CDC2	Mice	Azithromycin	FS06	B	H38	C3H	N	NA
CDC2PlateM3D06	CDC2	Mice	Azithromycin	FS06	B	H38	C3H	N	NA
CDC2PlateM5C11	CDC2	Mice	Azithromycin	FS06	B	H38	C3H	N	NA
CDC2PlateM5C12	CDC2	Mice	Azithromycin	FS06	B	H38	C3H	N	NA
CDC2PlateM7D11	CDC2	Mice	Azithromycin	FS06	B	S38	SW	N	NA
CDC2PlateM7D12	CDC2	Mice	Azithromycin	FS06	B	S38	SW	N	NA
CDC2PlateM7E01	CDC2	Mice	Azithromycin	FS06	B	S38	SW	N	NA
CDC2PlateM7E02	CDC2	Mice	Azithromycin	FS06	B	S38	SW	N	NA
CDC2PlateM7E03	CDC2	Mice	Azithromycin	FS06	B	S38	SW	N	NA
CDC2PlateM7E04	CDC2	Mice	Azithromycin	FS06	B	S38	SW	N	NA
CDC2PlateM10G02	CDC2	Mice	Azithromycin	FS06	C	B38	C57	N	NA
CDC2PlateM10G03	CDC2	Mice	Azithromycin	FS06	C	B38	C57	N	NA
CDC2PlateM10G04	CDC2	Mice	Azithromycin	FS06	C	B38	C57	N	NA
CDC2PlateM10G05	CDC2	Mice	Azithromycin	FS06	C	B38	C57	N	NA
CDC2PlateM10G06	CDC2	Mice	Azithromycin	FS06	C	B38	C57	N	NA
CDC2PlateM10G07	CDC2	Mice	Azithromycin	FS06	C	B38	C57	N	NA
CDC2PlateM3H09	CDC2	Mice	Azithromycin	FS06	C	H38	C3H	N	NA
CDC2PlateM3H10	CDC2	Mice	Azithromycin	FS06	C	H38	C3H	N	NA
CDC2PlateM4A01	CDC2	Mice	Azithromycin	FS06	C	H38	C3H	N	NA
CDC2PlateM4A02	CDC2	Mice	Azithromycin	FS06	C	H38	C3H	N	NA
CDC2PlateM5D05	CDC2	Mice	Azithromycin	FS06	C	H38	C3H	N	NA
CDC2PlateM5D06	CDC2	Mice	Azithromycin	FS06	C	H38	C3H	N	NA
CDC2PlateM7G10	CDC2	Mice	Azithromycin	FS06	C	S38	SW	N	NA
CDC2PlateM7G11	CDC2	Mice	Azithromycin	FS06	C	S38	SW	N	NA
CDC2PlateM7G12	CDC2	Mice	Azithromycin	FS06	C	S38	SW	N	NA
CDC2PlateM7H01	CDC2	Mice	Azithromycin	FS06	C	S38	SW	N	NA
CDC2PlateM7H02	CDC2	Mice	Azithromycin	FS06	C	S38	SW	N	NA
CDC2PlateM11C07	CDC2	Mice	Augmentin	FS04	B	S46	SW	N	NA
CDC2PlateM11C08	CDC2	Mice	Augmentin	FS04	B	S46	SW	N	NA
CDC2PlateM11C09	CDC2	Mice	Augmentin	FS04	B	S46	SW	N	NA
CDC2PlateM11C10	CDC2	Mice	Augmentin	FS04	B	S46	SW	N	NA
CDC2PlateM11C11	CDC2	Mice	Augmentin	FS04	B	S46	SW	N	NA
CDC2PlateM11C12	CDC2	Mice	Augmentin	FS04	B	S46	SW	N	NA
CDC2PlateM4D10	CDC2	Mice	Augmentin	FS04	B	B46	C57	N	NA
CDC2PlateM4D11	CDC2	Mice	Augmentin	FS04	B	B46	C57	N	NA
CDC2PlateM4D12	CDC2	Mice	Augmentin	FS04	B	B46	C57	N	NA
CDC2PlateM4E01	CDC2	Mice	Augmentin	FS04	B	B46	C57	N	NA
CDC2PlateM5D12	CDC2	Mice	Augmentin	FS04	B	B46	C57	N	NA
CDC2PlateM5E01	CDC2	Mice	Augmentin	FS04	B	B46	C57	N	NA
CDC2PlateM6B05	CDC2	Mice	Augmentin	FS04	B	H46	C3H	N	NA
CDC2PlateM6B06	CDC2	Mice	Augmentin	FS04	B	H46	C3H	N	NA
CDC2PlateM6B07	CDC2	Mice	Augmentin	FS04	B	H46	C3H	N	NA
CDC2PlateM6B08	CDC2	Mice	Augmentin	FS04	B	H46	C3H	N	NA
CDC2PlateM6B09	CDC2	Mice	Augmentin	FS04	B	H46	C3H	N	NA
CDC2PlateM6B10	CDC2	Mice	Augmentin	FS04	B	H46	C3H	N	NA
CDC2PlateM11G11	CDC2	Mice	Augmentin	FS04	C	S46	SW	N	NA
CDC2PlateM11G12	CDC2	Mice	Augmentin	FS04	C	S46	SW	N	NA
CDC2PlateM11H01	CDC2	Mice	Augmentin	FS04	C	S46	SW	N	NA
CDC2PlateM11H02	CDC2	Mice	Augmentin	FS04	C	S46	SW	N	NA
CDC2PlateM11H03	CDC2	Mice	Augmentin	FS04	C	S46	SW	N	NA
CDC2PlateM11H04	CDC2	Mice	Augmentin	FS04	C	S46	SW	N	NA
CDC2PlateM4G04	CDC2	Mice	Augmentin	FS04	C	B46	C57	N	NA
CDC2PlateM4G05	CDC2	Mice	Augmentin	FS04	C	B46	C57	N	NA
CDC2PlateM4G06	CDC2	Mice	Augmentin	FS04	C	B46	C57	N	NA
CDC2PlateM4G07	CDC2	Mice	Augmentin	FS04	C	B46	C57	N	NA
CDC2PlateM5G06	CDC2	Mice	Augmentin	FS04	C	B46	C57	N	NA
CDC2PlateM5G07	CDC2	Mice	Augmentin	FS04	C	B46	C57	N	NA
CDC2PlateM6G05	CDC2	Mice	Augmentin	FS04	C	H46	C3H	N	NA
CDC2PlateM6G06	CDC2	Mice	Augmentin	FS04	C	H46	C3H	N	NA
CDC2PlateM6G07	CDC2	Mice	Augmentin	FS04	C	H46	C3H	N	NA
CDC2PlateM6G08	CDC2	Mice	Augmentin	FS04	C	H46	C3H	N	NA
CDC2PlateM6G09	CDC2	Mice	Augmentin	FS04	C	H46	C3H	N	NA
CDC2PlateM6G10	CDC2	Mice	Augmentin	FS04	C	H46	C3H	N	NA
CDC2PlateM1A08	CDC2	Mice	Augmentin	FS05	B	S39	SW	N	NA
CDC2PlateM1A11	CDC2	Mice	Augmentin	FS05	B	S39	SW	N	NA
CDC2PlateM2C09	CDC2	Mice	Augmentin	FS05	B	H39	C3H	N	NA
CDC2PlateM2C10	CDC2	Mice	Augmentin	FS05	B	H39	C3H	N	NA
CDC2PlateM2C11	CDC2	Mice	Augmentin	FS05	B	H39	C3H	N	NA
CDC2PlateM2C12	CDC2	Mice	Augmentin	FS05	B	H39	C3H	N	NA
CDC2PlateM2D01	CDC2	Mice	Augmentin	FS05	B	H39	C3H	N	NA
CDC2PlateM2D02	CDC2	Mice	Augmentin	FS05	B	H39	C3H	N	NA
CDC2PlateM8C09	CDC2	Mice	Augmentin	FS05	B	B39	C57	N	NA
CDC2PlateM8C10	CDC2	Mice	Augmentin	FS05	B	B39	C57	N	NA
CDC2PlateM8C11	CDC2	Mice	Augmentin	FS05	B	B39	C57	N	NA
CDC2PlateM9E05	CDC2	Mice	Augmentin	FS05	B	B39	C57	N	NA
CDC2PlateM9E06	CDC2	Mice	Augmentin	FS05	B	B39	C57	N	NA
CDC2PlateM9E07	CDC2	Mice	Augmentin	FS05	B	B39	C57	N	NA
CDC2PlateM1F01	CDC2	Mice	Augmentin	FS05	C	S39	SW	N	NA
CDC2PlateM1F02	CDC2	Mice	Augmentin	FS05	C	S39	SW	N	NA
CDC2PlateM1F03	CDC2	Mice	Augmentin	FS05	C	S39	SW	N	NA
CDC2PlateM1F04	CDC2	Mice	Augmentin	FS05	C	S39	SW	N	NA
CDC2PlateM1F06	CDC2	Mice	Augmentin	FS05	C	S39	SW	N	NA
CDC2PlateM2G03	CDC2	Mice	Augmentin	FS05	C	H39	C3H	N	NA
CDC2PlateM2G04	CDC2	Mice	Augmentin	FS05	C	H39	C3H	N	NA
CDC2PlateM2G05	CDC2	Mice	Augmentin	FS05	C	H39	C3H	N	NA
CDC2PlateM2G06	CDC2	Mice	Augmentin	FS05	C	H39	C3H	N	NA
CDC2PlateM2G07	CDC2	Mice	Augmentin	FS05	C	H39	C3H	N	NA
CDC2PlateM2G08	CDC2	Mice	Augmentin	FS05	C	H39	C3H	N	NA
CDC2PlateM8E02	CDC2	Mice	Augmentin	FS05	C	B39	C57	N	NA
CDC2PlateM8E03	CDC2	Mice	Augmentin	FS05	C	B39	C57	N	NA
CDC2PlateM8E04	CDC2	Mice	Augmentin	FS05	C	B39	C57	N	NA
CDC2PlateM9G06	CDC2	Mice	Augmentin	FS05	C	B39	C57	N	NA
CDC2PlateM9G07	CDC2	Mice	Augmentin	FS05	C	B39	C57	N	NA
CDC2PlateM9G08	CDC2	Mice	Augmentin	FS05	C	B39	C57	N	NA
CDC2Plate17M12D01	CDC2	Mice	Augmentin	FS06	A	B38	C57	N	NA
CDC2Plate17M12D02	CDC2	Mice	Augmentin	FS06	A	B38	C57	N	NA
CDC2PlateM10A11	CDC2	Mice	Augmentin	FS06	B	B38	C57	N	NA
CDC2PlateM10A12	CDC2	Mice	Augmentin	FS06	B	B38	C57	N	NA
CDC2PlateM10B01	CDC2	Mice	Augmentin	FS06	B	B38	C57	N	NA
CDC2PlateM10B02	CDC2	Mice	Augmentin	FS06	B	B38	C57	N	NA
CDC2PlateM10B03	CDC2	Mice	Augmentin	FS06	B	B38	C57	N	NA
CDC2PlateM10B04	CDC2	Mice	Augmentin	FS06	B	B38	C57	N	NA
CDC2PlateM3C09	CDC2	Mice	Augmentin	FS06	B	H38	C3H	N	NA
CDC2PlateM3C10	CDC2	Mice	Augmentin	FS06	B	H38	C3H	N	NA
CDC2PlateM3C11	CDC2	Mice	Augmentin	FS06	B	H38	C3H	N	NA
CDC2PlateM3C12	CDC2	Mice	Augmentin	FS06	B	H38	C3H	N	NA
CDC2PlateM3D01	CDC2	Mice	Augmentin	FS06	B	H38	C3H	N	NA
CDC2PlateM3D02	CDC2	Mice	Augmentin	FS06	B	H38	C3H	N	NA
CDC2PlateM7D05	CDC2	Mice	Augmentin	FS06	B	S38	SW	N	NA
CDC2PlateM7D06	CDC2	Mice	Augmentin	FS06	B	S38	SW	N	NA
CDC2PlateM7D07	CDC2	Mice	Augmentin	FS06	B	S38	SW	N	NA
CDC2PlateM7D08	CDC2	Mice	Augmentin	FS06	B	S38	SW	N	NA
CDC2PlateM7D09	CDC2	Mice	Augmentin	FS06	B	S38	SW	N	NA
CDC2PlateM7D10	CDC2	Mice	Augmentin	FS06	B	S38	SW	N	NA
CDC2PlateM10F08	CDC2	Mice	Augmentin	FS06	C	B38	C57	N	NA
